,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,target_actual,fp
2709,2709,CHEMBL257269,3.36,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Cc13,1,1,[0 1 0 ... 0 0 0]
2205,2205,CHEMBL335707,2.31,[O-][N+](=O)c1cccc(c1)c2ccc(OCC(CCc3ccc(cc3)C(=O)N4CCCC4)N5C(=O)CCCC5=O)cc2,1,1,[0 1 0 ... 0 0 0]
1120,1120,CHEMBL2062582,2.71,CC(=O)Nc1ccc2c(c1)c(cn2CCO)c3cc(NC4CC4)n5ncc(C#N)c5n3,1,1,[0 0 0 ... 0 0 0]
2616,2616,CHEMBL2207280,3.93,O[C@H](CNC(=O)C1=CNC(=O)c2ccc(F)cc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1,1,[0 1 0 ... 0 0 0]
154,154,CHEMBL437,-0.37,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,1,1,[0 0 0 ... 0 0 0]
2110,2110,CHEMBL87563,2.41,CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,1,1,[0 0 0 ... 0 0 0]
245,245,CHEMBL976,2.43,O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2,1,1,[0 0 1 ... 0 0 0]
4177,4177,CHEMBL1605804,0.31,Cc1ccnc2nc(nn12)C(=O)Nc3nccs3,1,1,[0 0 0 ... 0 0 0]
548,548,CHEMBL2062555,2.3,Nc1cc(nc2c(cnn12)C#N)c3cccs3,1,1,[0 1 0 ... 0 0 0]
4187,4187,CHEMBL134908,2.41,CN1CCC[C@@H]([C@H]1C(=O)Nc2ccc(OCc3cc(C)nc4ccccc34)cc2)C(=O)NO,1,1,[0 0 0 ... 0 0 0]
1292,1292,CHEMBL558752,3.45,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc3cc(Oc4ccnc(c4)c5ncc([nH]5)C(F)(F)F)ccc13,1,1,[0 0 0 ... 0 0 0]
3427,3427,CHEMBL1683030,2.63,CCOc1cc2nnc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,1,1,[0 0 0 ... 0 0 0]
3896,3896,CHEMBL520003,2.8,CNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,1,1,[0 0 0 ... 0 0 0]
541,541,CHEMBL2147569,3.8,C[C@]12Cc3cnn(c3C=C1CC[C@@]2(O)CCc4ccc(F)cc4C(=O)N)c5ccc(F)cc5,1,1,[0 0 0 ... 0 0 0]
3793,3793,CHEMBL1809205,3.3,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(C)ccn34)N5CCN(CC5)C(=O)C,1,1,[0 0 0 ... 0 0 0]
3725,3725,CHEMBL124842,1.93,CCCCCCCN(CCc1ccc(OC(C)(C)C(=O)O)cc1)C(=O)Nc2ccc(F)cc2F,1,1,[0 0 0 ... 0 0 0]
635,635,CHEMBL193240,3.95,FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl,1,1,[0 1 0 ... 0 0 0]
949,949,CHEMBL402553,2.87,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc5ccccn5,1,1,[0 0 0 ... 0 0 0]
444,444,CHEMBL2086675,3.4,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3)cn2,1,1,[0 0 0 ... 0 0 0]
2769,2769,CHEMBL114123,2.5,CCCCCCN1CC[C@@]2(C)[C@@H](C)C1Cc3ccc(O)cc23,1,1,[0 0 0 ... 0 1 0]
2466,2466,CHEMBL2010839,1.8,CN(C1CCN(Cc2ccc(nc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,1,1,[0 0 0 ... 0 0 0]
1989,1989,CHEMBL1689137,1.12,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc3ccccc3,1,1,[0 0 0 ... 0 0 0]
2439,2439,CHEMBL2331754,2.69,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(CO)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O,1,1,[0 0 0 ... 0 0 0]
2385,2385,CHEMBL361546,1.44,ON1C(=O)N(CC2COc3ccccc3O2)c4ccsc4C1=O,1,1,[0 0 0 ... 0 0 0]
2910,2910,CHEMBL1236962,2.5,COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2F)c3ccc4nccc(c5ccnnc5)c4c3,1,1,[0 0 0 ... 0 0 0]
3351,3351,CHEMBL1916287,0.4,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2cccnc2)c3ccc(F)cc3)C(C)(C)C,1,1,[0 1 0 ... 0 0 0]
1319,1319,CHEMBL1933596,1.72,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CCC(F)(F)CC4)nc23,1,1,[0 0 0 ... 0 0 0]
961,961,CHEMBL79537,1.93,COc1cc(ccc1Cn2ccc3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5,1,1,[0 0 0 ... 0 0 0]
436,436,CHEMBL2164668,3.01,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4oc5ccccc5c4C3,1,1,[0 0 1 ... 0 0 0]
296,296,CHEMBL335744,2.7,CC(C)C(=O)Nc1nc(cc2ccccc12)c3ccccn3,1,1,[0 1 0 ... 0 0 0]
500,500,CHEMBL1807826,1.21,O[C@@H](CNCCSCCCNCCc1cccc(c1)C(F)(F)F)c2ccc(O)c3NC(=O)Sc23,1,1,[0 1 0 ... 0 1 0]
1062,1062,CHEMBL2178935,2.7,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)N)CC3,1,1,[0 0 0 ... 0 0 0]
1270,1270,CHEMBL301928,2.0,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)O,1,1,[0 0 0 ... 0 0 0]
4199,4199,CHEMBL237889,2.7,CN1C(=O)C=C(CCc2ccc3ccccc3c2)N=C1N,1,1,[0 0 0 ... 0 0 0]
3906,3906,CHEMBL2164740,0.46,O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4,1,1,[0 0 0 ... 0 0 0]
1009,1009,CHEMBL184347,3.49,COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2Br,1,1,[0 0 0 ... 0 0 0]
1271,1271,CHEMBL1917447,-0.16,Cc1c(c2cc(F)ccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,1,1,[0 0 0 ... 1 0 0]
3184,3184,CHEMBL317629,2.5,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,1,1,[0 1 0 ... 0 0 0]
2278,2278,CHEMBL1526499,4.0,Clc1ccc(cc1)c2cn3ccccc3n2,1,1,[0 0 0 ... 0 0 0]
2181,2181,CHEMBL1278,0.48,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,1,1,[0 0 0 ... 0 0 0]
1710,1710,CHEMBL54,2.67,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,1,1,[0 0 0 ... 1 0 0]
2483,2483,CHEMBL6800,1.9,COc1nc(Br)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C,1,1,[0 0 0 ... 0 0 0]
1867,1867,CHEMBL275043,2.41,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccncc3)C(=O)C(F)(F)F,1,1,[0 1 0 ... 0 0 0]
675,675,CHEMBL448483,3.1,C[C@H](NC1=NC(=O)C(C)(S1)C(F)(F)F)c2ccccc2F,1,1,[0 1 0 ... 0 0 0]
443,443,CHEMBL479847,2.95,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1OC,1,1,[0 0 0 ... 0 0 0]
3105,3105,CHEMBL112924,1.13,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3cc[n+]([O-])cc3)C(=O)C(F)(F)F,1,1,[0 1 0 ... 0 0 0]
2372,2372,CHEMBL1829422,1.37,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccoc3C(=O)N2Cc4ccccc4,1,1,[0 1 0 ... 0 0 0]
1900,1900,CHEMBL319118,2.9,COc1ccc(OC(F)(F)F)cc1CN[C@H]2CCCN[C@H]2c3ccccc3,1,1,[0 0 0 ... 0 0 0]
2970,2970,CHEMBL1917442,1.71,Cc1ccc2c(c1)c(Sc3ccccc3Cl)c(C)n2CC(=O)O,1,1,[0 1 0 ... 0 0 0]
643,643,CHEMBL1952147,2.19,NS(=O)(=O)c1ccc(CCNc2ccc3nnc(c4ccccc4)n3n2)cc1,1,1,[0 0 0 ... 0 0 0]
570,570,CHEMBL99689,1.2,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,1,1,[0 1 0 ... 0 0 0]
3508,3508,CHEMBL2010833,3.0,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(c(F)c3)S(=O)(=O)C,1,1,[0 0 0 ... 0 0 0]
173,173,CHEMBL1542764,1.43,CSc1ncccc1C(=O)Nc2nccs2,1,1,[0 0 0 ... 0 0 0]
1742,1742,CHEMBL503732,2.63,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4cccs4,1,1,[0 0 0 ... 0 0 0]
3144,3144,CHEMBL2312113,4.3,COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c3ccc4OCOc4c3)c(OC)c1,1,1,[0 1 0 ... 0 0 0]
3374,3374,CHEMBL2325738,2.5,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCO)c4ccc(Cl)cc4,1,1,[0 1 1 ... 0 0 0]
1357,1357,CHEMBL89363,1.2,Cc1c[nH]c(\C=C\2/C(=O)Nc3ccccc23)c1CCC(=O)O,1,1,[0 0 0 ... 0 0 0]
1021,1021,CHEMBL2326686,1.33,Fc1ccc(cc1Cl)C2CNCC=CC2,1,1,[0 0 0 ... 0 0 0]
3861,3861,CHEMBL2011906,2.47,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(O)cc3,1,1,[0 0 0 ... 0 0 0]
3272,3272,CHEMBL253741,3.07,COc1cc(Nc2cc(Nc3c(Cl)ccc4OCOc34)ncn2)cc(OC)c1OC,1,1,[0 0 0 ... 0 0 0]
2302,2302,CHEMBL517534,2.55,O=C(Nc1nccs1)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4,1,1,[0 1 0 ... 0 0 0]
1957,1957,CHEMBL2163360,2.13,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3,1,1,[0 0 1 ... 0 0 0]
3092,3092,CHEMBL244521,3.6,CC(C)N1CCC[C@H](CN2C(=O)c3cc(ccc3N=C2C(C)C)c4ccc(F)cc4)C1,1,1,[0 1 0 ... 0 0 0]
1366,1366,CHEMBL583390,3.4,CCOc1ccc2nc(NC(=O)CC)sc2c1,1,1,[0 0 0 ... 0 0 0]
3456,3456,CHEMBL1721725,2.33,Nc1c(c(CN2CCOCC2)nn1c3ccc(F)cc3)c4ccccc4,1,1,[0 0 0 ... 0 0 0]
306,306,CHEMBL2036739,3.72,Clc1ccc(cc1)C2(CCCC2)C(=O)Nc3oc(nn3)C(=O)Nc4ccc(cc4)N5CCOCC5,1,1,[0 0 0 ... 0 0 0]
10,10,CHEMBL1940306,1.51,CS(=O)(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,1,1,[0 0 0 ... 0 0 0]
14,14,CHEMBL1916276,1.34,CC1CCCCC1NC(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1,1,[0 0 0 ... 0 0 0]
1093,1093,CHEMBL1462105,1.87,Clc1cccc(NNC(=O)c2cccnc2Cl)c1,1,1,[0 0 0 ... 0 0 0]
402,402,CHEMBL1917462,0.92,Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)nccc3n1CC(=O)O,1,1,[0 0 0 ... 0 0 0]
2773,2773,CHEMBL2178948,1.3,Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@H](CC4)C(=O)O)c2,1,1,[0 0 0 ... 0 0 0]
4,4,CHEMBL565079,3.1,Cc1cccc(C[C@H](NC(=O)c2cc(nn2C)C(C)(C)C)C(=O)NCC#N)c1,1,1,[0 1 0 ... 0 0 0]
682,682,CHEMBL2070940,2.1,CCc1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,1,[0 0 1 ... 0 0 0]
2838,2838,CHEMBL179128,1.25,Cc1cn(C[C@H]2CN(C(=O)O2)c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)nn1,1,1,[0 0 0 ... 0 0 0]
3631,3631,CHEMBL2062585,-0.87,CC(=O)Nc1ccc2c(c1)c(cn2CCC(=O)O)c3cc(NC4CC4)n5ncc(C#N)c5n3,0,0,[0 0 0 ... 0 0 0]
1564,1564,CHEMBL1600099,3.31,Clc1ccc2NC(=O)CN(C(c3ccccc3)c2c1)C(=O)c4ccccc4,1,1,[0 0 0 ... 0 0 0]
3924,3924,CHEMBL2179274,0.5,CCC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,1,1,[0 1 0 ... 0 0 0]
891,891,CHEMBL1916083,-0.54,CNC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,0,0,[0 0 0 ... 0 0 0]
1826,1826,CHEMBL127907,2.6,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,1,1,[0 0 0 ... 0 0 0]
2842,2842,CHEMBL118,3.42,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
285,285,CHEMBL2171993,1.4,COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,1,[0 0 1 ... 0 0 0]
939,939,CHEMBL556667,3.4,Clc1cccc(NC(=O)c2ccccn2)c1,1,1,[0 0 0 ... 0 0 0]
473,473,CHEMBL272282,1.63,CN1C(=N)N(CC(=O)c2ccc(Cl)cc2)c3ccccc13,1,1,[0 0 0 ... 0 0 0]
2216,2216,CHEMBL530184,3.65,C(CCNc1cc(nc2ccccc12)c3ccccc3)CNc4cc(nc5ccccc45)c6ccccc6,1,1,[0 0 0 ... 0 0 0]
3696,3696,CHEMBL1829430,1.61,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3snc(C)c3C(=O)N2Cc4ccccc4,1,1,[0 1 0 ... 0 0 0]
1852,1852,CHEMBL480,2.7,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c2nc3ccccc3[nH]2,1,1,[0 0 0 ... 0 0 0]
2481,2481,CHEMBL1320527,1.91,CC1=C(OCc2ccc(F)cc2)C(=O)C=CO1,1,1,[0 0 0 ... 0 0 0]
1091,1091,CHEMBL47875,4.1,Oc1ccc(cc1)c2nc3ccccc3s2,1,1,[0 0 0 ... 0 0 0]
998,998,CHEMBL2326624,1.61,COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)[C@@H]5COCCN5)c4,1,1,[0 0 0 ... 0 0 0]
4116,4116,CHEMBL1274,1.74,CC1(C)NC(=O)N(C1=O)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-],1,1,[0 0 0 ... 0 0 0]
1982,1982,CHEMBL2171984,1.92,Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1,1,[0 0 0 ... 0 0 0]
2493,2493,CHEMBL1822878,4.3,Oc1ccc(Br)c2ccccc12,1,1,[0 0 0 ... 0 0 0]
1235,1235,CHEMBL129198,2.4,CN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2,1,1,[0 0 0 ... 0 0 0]
2611,2611,CHEMBL941,2.5,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1,1,1,[0 0 0 ... 0 0 0]
2060,2060,CHEMBL2325731,2.4,CN(C)C(=O)CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,1,1,[0 1 1 ... 0 0 0]
3581,3581,CHEMBL1957851,2.8,Cc1cccc(CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4)c1,1,1,[0 0 0 ... 0 0 0]
2943,2943,CHEMBL1209511,3.52,Brc1ccc(s1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,1,1,[0 1 1 ... 0 0 0]
1478,1478,CHEMBL44,3.06,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,1,1,[0 0 0 ... 0 0 0]
2310,2310,CHEMBL554332,3.04,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C=C5,1,1,[0 1 0 ... 1 0 0]
3718,3718,CHEMBL2036775,2.77,CC(C)N1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1,1,[0 1 0 ... 0 0 0]
575,575,CHEMBL2086676,3.7,Cc1cc(COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C)ccn1,1,1,[0 0 0 ... 0 0 0]
3288,3288,CHEMBL1829429,-0.14,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3nccnc3C(=O)N2Cc4ccccc4,1,1,[0 1 0 ... 0 0 0]
1119,1119,CHEMBL266195,0.99,CC(C)NCC(O)COc1ccccc1CC=C,1,1,[0 1 0 ... 0 0 0]
290,290,CHEMBL1951076,2.07,COc1cc(OC)c(cc1NC(=O)COC(=O)C)S(=O)(=O)N2C(C)CCc3ccccc23,1,1,[0 0 0 ... 0 0 0]
1423,1423,CHEMBL1270279,2.78,Clc1n[nH]c2cccc(Nc3ccnc(Nc4cc(cc(c4)N5CCOCC5)N6CCOCC6)n3)c12,1,1,[0 0 0 ... 0 0 0]
4040,4040,CHEMBL514805,2.4,CC(C)CNc1nc(nc(N2CCN(CC2)C(=O)C)c1N)C#N,1,1,[0 1 0 ... 0 0 0]
3197,3197,CHEMBL1224142,1.6,Cc1c(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cccc1C(=O)N,1,1,[0 0 0 ... 0 0 0]
2876,2876,CHEMBL402507,4.14,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N5CCOCC5,1,1,[0 1 0 ... 0 0 0]
1606,1606,CHEMBL2035020,3.2,NC1(CCC1)c2ccc(cc2)c3nn4ccccc4c3c5ccccc5,1,1,[0 0 0 ... 0 0 0]
944,944,CHEMBL567,3.6,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,1,1,[0 0 0 ... 0 0 0]
1161,1161,CHEMBL1457701,1.97,OC1=CC(=O)C2=C(O1)c3ccccc3N(Cc4ccccc4)C2=O,1,1,[0 0 0 ... 0 0 0]
2879,2879,CHEMBL208118,3.44,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(=O)N,1,1,[0 1 0 ... 0 0 0]
1894,1894,CHEMBL2165066,0.66,F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,1,1,[0 0 0 ... 0 0 0]
3305,3305,CHEMBL231450,0.74,COc1cc(\C=C/2\SC(=O)NC2=O)cc(OC)c1O,1,1,[0 0 0 ... 0 0 0]
249,249,CHEMBL1934423,0.78,C[C@H](NC(=O)c1c(C)nn(C2CCOC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1,1,[0 1 0 ... 0 0 0]
2554,2554,CHEMBL211265,2.46,Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NC(=O)C4CC4)cc3,1,1,[0 0 0 ... 0 0 0]
3055,3055,CHEMBL2086655,3.1,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)nc2,1,1,[0 0 0 ... 0 0 0]
2655,2655,CHEMBL300664,2.92,Fc1ccccc1c2ccc3c(c2)C(=O)C(=O)c4ccccc34,1,1,[0 1 0 ... 0 0 0]
4152,4152,CHEMBL2178735,3.44,Nc1ccc(cn1)C(=O)Nc2cccc(c2)c3nc(N4CCOCC4)c5oc6ncccc6c5n3,1,1,[0 0 0 ... 0 0 0]
66,66,CHEMBL2152917,3.4,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(C)C(=N4)N,1,1,[0 1 0 ... 0 0 0]
188,188,CHEMBL1951022,2.8,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Nc3ccc(nc3C)S(=O)(=O)C)c2C,1,1,[0 1 0 ... 0 0 0]
2381,2381,CHEMBL380947,3.37,CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,1,1,[0 0 0 ... 0 0 0]
219,219,CHEMBL142715,3.3,C(CN1CCCCC1)C2CCc3cc(OCc4ccc(cc4)c5ccccc5)ccc3C2,1,1,[0 0 1 ... 0 0 0]
380,380,CHEMBL1807870,0.99,O[C@@H](CNCCCSCCNCCc1ccccc1Cl)c2ccc(O)c3NC(=O)Sc23,1,1,[0 1 0 ... 0 1 0]
218,218,CHEMBL576068,1.73,C[C@H](Nc1cnc(C)c(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3,1,1,[0 1 0 ... 0 0 0]
2166,2166,CHEMBL2152252,2.8,CNC(=O)c1nc(cnc1N)c2ccc(Cl)c(c2)S(=O)(=O)Nc3cccc(F)c3F,1,1,[0 0 0 ... 0 0 0]
1818,1818,CHEMBL437765,1.19,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)cc(O)c4c3C2=O,1,1,[0 0 0 ... 1 0 0]
835,835,CHEMBL1809191,2.82,CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc5ccccn45)cc2,1,1,[0 0 0 ... 0 0 0]
3682,3682,CHEMBL2069324,3.5,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)c5ccccc5,1,1,[0 0 1 ... 0 0 0]
4015,4015,CHEMBL2035037,2.5,Cn1cnc2c(c3ccc(cc3)C4(N)CCC4)c(ccc12)c5ccccc5,1,1,[0 0 0 ... 0 0 0]
252,252,CHEMBL207028,2.33,NC(=O)c1sc(cc1N)c2ccccc2,1,1,[0 0 0 ... 0 0 0]
1284,1284,CHEMBL1427554,2.59,Cc1ccc(cc1)c2csc3ncnc(O)c23,1,1,[0 0 0 ... 0 0 0]
2631,2631,CHEMBL2036774,3.32,Clc1ccc(NC(=O)N2CCN(C[C@H]3CN(CCO3)C4CC4)CC2)cc1Cl,1,1,[0 0 0 ... 0 0 0]
3201,3201,CHEMBL1796300,0.76,OC1(CCc2ccc(Oc3ccc(cc3)C(=O)NCc4ccncn4)cc2)CN5CCC1CC5,1,1,[0 0 0 ... 0 0 0]
1273,1273,CHEMBL2179282,1.97,CCC(C)(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3,1,1,[0 1 0 ... 0 0 0]
596,596,CHEMBL216769,2.11,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN5CCC(CO)CC5,1,1,[0 0 0 ... 0 0 0]
3628,3628,CHEMBL2164679,3.1,C[C@@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N,1,1,[0 1 0 ... 0 0 0]
983,983,CHEMBL2169908,2.67,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4,1,1,[0 0 1 ... 0 0 0]
3407,3407,CHEMBL2031160,0.33,OC(=O)[C@H](Cc1ccc(OCCc2ccc3CCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,1,1,[0 1 0 ... 0 0 0]
654,654,CHEMBL2335887,2.78,COCCC(=O)Nc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,1,1,[0 0 0 ... 0 0 0]
472,472,CHEMBL1574150,4.36,O=C(NC1CCCC1)C(N(Cc2occc2)C(=O)c3ccc([nH]3)c4ccccc4)c5ccncc5,1,1,[0 1 0 ... 0 0 0]
15,15,CHEMBL93884,3.2,Nc1ccc(cc1)c2nc3ccc(O)cc3s2,1,1,[0 0 0 ... 0 0 0]
1999,1999,CHEMBL13976,1.75,CN(C)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,1,1,[0 0 0 ... 0 0 0]
3963,3963,CHEMBL1235242,-1.06,N[C@@H](Cc1ccc(F)cc1)C(=O)O,0,0,[0 1 0 ... 0 0 0]
2331,2331,CHEMBL36994,0.93,COc1ccc(cc1)C(=O)N2CCCC2=O,1,1,[0 0 0 ... 0 0 0]
2126,2126,CHEMBL1172,1.48,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1,1,1,[0 0 0 ... 0 0 0]
1349,1349,CHEMBL1957841,3.3,O=C1C=C(N=C2N(Cc3cccc4ccccc34)C=CN12)N5CCOCC5,1,1,[0 0 0 ... 0 0 0]
3406,3406,CHEMBL1809197,3.2,COc1cc(ccc1Nc2ncc(OC)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,1,1,[0 0 0 ... 0 0 0]
1313,1313,CHEMBL226855,1.52,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cccs4)C3=O,1,1,[0 0 0 ... 0 0 0]
3626,3626,CHEMBL822,2.83,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,1,1,[0 0 0 ... 0 0 0]
3701,3701,CHEMBL551060,2.0,Cc1nc(C)c(s1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N,1,1,[0 1 0 ... 0 0 0]
388,388,CHEMBL2333941,0.8,C[C@]1(CCSC(=N1)N)c2cc(c(F)cc2F)c3cncnc3,1,1,[0 0 0 ... 0 0 0]
2004,2004,CHEMBL48616,4.3,Cc1cc(C)cc(c1)c2[nH]c3ccc(cc3c2CCNCCCCc4ccncc4)C(C)(C)C(=O)N5C6CCC5CC6,1,1,[0 0 0 ... 0 0 0]
2632,2632,CHEMBL1829270,1.38,CCC(N(CCCN)C(=O)c1ccccc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4,1,1,[0 1 0 ... 0 0 0]
234,234,CHEMBL1682948,3.72,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccc(F)cc3)c4ccccc4,1,1,[0 1 0 ... 0 0 0]
