,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,fp,cluster
961,961,CHEMBL79537,1.93,COc1cc(ccc1Cn2ccc3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5,1,[0 0 0 ... 0 0 0],10
967,967,CHEMBL1946017,3.65,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccnc4,1,[0 0 0 ... 0 0 0],10
968,968,CHEMBL1083642,1.38,OC(=O)CO[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,1,[0 0 0 ... 0 0 0],10
970,970,CHEMBL202314,-0.04,[O-][N+](=O)c1cc(ccc1NCCSc2ccccc2)S(=O)(=O)NC(=O)c3ccc(cc3)N4CCNCC4,1,[0 0 0 ... 0 0 0],10
975,975,CHEMBL218713,3.6,Cc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,1,[0 0 0 ... 0 0 0],10
978,978,CHEMBL1340633,1.8,COc1cc(ccc1Nc2ccccc2C(=O)O)c3ccc(Nc4ccccc4C(=O)O)c(OC)c3,1,[0 0 0 ... 0 0 0],10
979,979,CHEMBL8953,3.38,COc1cc(cc(OC)c1OC)C(=O)c2cc(Cl)ccc2N,1,[0 0 0 ... 0 0 0],10
982,982,CHEMBL1070,3.06,COc1ccc2cc(CCC(=O)C)ccc2c1,1,[0 0 0 ... 0 0 0],10
985,985,CHEMBL333685,1.5,Oc1ccc(NC(=O)c2ccc(O)cc2)cc1,1,[0 0 0 ... 0 0 0],10
987,987,CHEMBL1706173,2.87,COc1cc(ccc1Nc2ncc3N(C)C(=O)CCN(C4CCCCC4)c3n2)C(=O)NC5CCN(C)CC5,1,[0 0 1 ... 0 0 0],10
994,994,CHEMBL1770475,4.24,CSCCC(NC(=O)c1ccccc1)c2nc3ccccc3n2Cc4ccc(cc4)C#N,1,[0 1 0 ... 0 0 0],10
999,999,CHEMBL340450,1.66,COc1ccc2c(c1)cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3,1,[0 0 0 ... 0 0 0],10
1006,1006,CHEMBL640,-0.92,CCN(CC)CCNC(=O)c1ccc(N)cc1,0,[0 0 0 ... 0 0 0],10
1028,1028,CHEMBL47406,0.92,COC(=O)COc1ccc(O)cc1,1,[0 0 0 ... 0 0 0],10
1032,1032,CHEMBL345937,-1.1,CC1SC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CCNCC4,0,[0 0 0 ... 0 0 0],10
1034,1034,CHEMBL2104888,2.8,O[C@H]([C@H](Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(=O)N4C[C@@H](O)[C@@H](O)C4,1,[0 1 0 ... 0 0 0],10
1035,1035,CHEMBL1077827,1.4,CCOc1ccc(cc1)N2C(=O)c3cccnc3N=C2[C@@H](C)N(CC4CCN(C)CC4)C(=O)Cc5ccc(F)c(c5)C(F)(F)F,1,[0 1 0 ... 0 0 0],10
1036,1036,CHEMBL300982,3.07,CC1(C)Cc2c(c3ccccc3)c(c(CC(=O)O)n2C1)c4ccc(Cl)cc4,1,[0 0 0 ... 0 0 0],10
1039,1039,CHEMBL1218,2.57,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12,1,[0 0 0 ... 0 0 0],10
1046,1046,CHEMBL147405,1.6,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3ccc(c3)C#N,1,[0 0 0 ... 0 0 0],10
1051,1051,CHEMBL291666,3.1,COc1ccc(cc1OC)c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2,1,[0 0 0 ... 0 0 0],10
1055,1055,CHEMBL81642,2.2,COc1cc(ccc1Cn2ccc3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,1,[0 0 0 ... 0 0 0],10
1066,1066,CHEMBL1784340,0.9,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,1,[0 0 0 ... 0 0 0],10
1072,1072,CHEMBL2348651,3.2,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCN(CC4)C(=O)C)ncc2C#N,1,[0 0 0 ... 0 0 0],10
1078,1078,CHEMBL1299863,3.78,CCc1c(C)nc(SCC(=O)Nc2nc(cs2)c3ccc(OC)cc3)nc1O,1,[0 0 0 ... 0 0 0],10
1082,1082,CHEMBL612012,0.8,COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C,1,[0 0 0 ... 0 0 0],10
1084,1084,CHEMBL421236,3.6,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC2C(=O)N(C)c3ccccc3c4ccccc24,1,[0 1 0 ... 0 0 0],10
1085,1085,CHEMBL1645135,1.47,C[C@H](NC(=O)c1cccc2CCN(Cc3ccc(Cl)cc3)c12)c4ccc(cc4)C(=O)O,1,[0 1 0 ... 0 0 0],10
1086,1086,CHEMBL1813048,4.4,CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccc(OC(F)(F)F)cc4)c1C,1,[0 0 0 ... 0 0 0],10
1088,1088,CHEMBL850,-0.15,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,1,[0 0 0 ... 0 0 0],10
1089,1089,CHEMBL1957266,3.82,Cc1sc2c(C(=N[C@@H](CC(=O)OC(C)(C)C)c3nnc(C)n23)c4ccc(Cl)cc4)c1C,1,[0 0 0 ... 0 0 0],10
1093,1093,CHEMBL1462105,1.87,Clc1cccc(NNC(=O)c2cccnc2Cl)c1,1,[0 0 0 ... 0 0 0],10
1097,1097,CHEMBL12952,0.23,COc1ccc2cc(ccc2c1)C(C)C(=O)O,1,[0 1 0 ... 0 0 0],10
1103,1103,CHEMBL39058,2.09,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c3cccnc13,1,[0 0 0 ... 0 0 0],10
1105,1105,CHEMBL472,2.23,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,1,[0 0 1 ... 0 0 0],10
1126,1126,CHEMBL1835912,3.76,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1,1,[0 0 0 ... 0 0 0],10
1127,1127,CHEMBL564366,1.18,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC34CC5CC(CC(C5)C3)C4,1,[0 0 0 ... 0 0 0],10
1147,1147,CHEMBL1626,3.48,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3,1,[0 0 0 ... 0 0 0],10
1148,1148,CHEMBL195329,1.9,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4,1,[0 0 0 ... 0 0 0],10
1149,1149,CHEMBL1384203,3.53,CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3,1,[0 1 0 ... 0 0 0],10
1154,1154,CHEMBL1230165,1.29,OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24,1,[0 0 0 ... 0 0 0],10
1156,1156,CHEMBL1939738,3.38,CN(CCO)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,1,[0 1 0 ... 0 0 0],10
1167,1167,CHEMBL1213071,1.63,Cc1onc(C(=O)N)c1C(=O)Nc2nccs2,1,[0 0 0 ... 0 0 0],10
1170,1170,CHEMBL167151,1.3,CCCc1c(O)c(ccc1OCCCCSCC(=O)O)C(=O)C,1,[0 0 0 ... 0 0 0],10
1173,1173,CHEMBL1770298,4.05,Cc1ccc(s1)C(NC(=O)c2ccccc2O)C(=O)Nc3c(C)cccc3C,1,[0 1 0 ... 0 0 0],10
1174,1174,CHEMBL1089517,1.86,COCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,1,[0 0 0 ... 0 0 0],10
1179,1179,CHEMBL441093,2.88,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4cccnc4C3)c(F)c2,1,[0 0 0 ... 0 0 0],10
1184,1184,CHEMBL252083,3.0,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c2ccc(Cl)cc2,1,[0 1 0 ... 0 0 0],10
1186,1186,CHEMBL1575541,2.15,CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3,1,[0 0 1 ... 0 0 0],10
1189,1189,CHEMBL551813,1.46,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2)nc(N(C)C)c1CC(=O)O,1,[0 0 0 ... 0 0 0],10
1194,1194,CHEMBL154,0.13,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O,1,[0 1 0 ... 0 0 0],10
1196,1196,CHEMBL281066,2.7,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,1,[0 1 0 ... 0 0 0],10
1211,1211,CHEMBL1090089,1.5,CN1C(=O)C(=Cc2cnc(NC(CCO)CCO)nc12)Oc3ccc(F)cc3F,1,[0 1 0 ... 0 0 0],10
1212,1212,CHEMBL111660,1.1,CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1,1,[0 0 0 ... 0 0 0],10
1214,1214,CHEMBL540930,3.12,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C(=C5)Cl,1,[0 1 0 ... 1 0 0],10
1220,1220,CHEMBL1374798,-0.5,COc1cccc(COCC(O)CN2CCC(CC2)C(=O)N)c1,0,[0 1 0 ... 0 0 0],10
1226,1226,CHEMBL16073,1.5,CCOc1ccc(NC(=O)C)cc1,1,[0 0 0 ... 0 0 0],10
1229,1229,CHEMBL519301,1.2,Cc1oc(cc1)c2ccc(cc2F)S(=O)(=O)N3CCC[C@H]3C(=O)N4CC[C@@H](N)C4,1,[0 0 0 ... 0 0 0],10
1236,1236,CHEMBL2170837,4.2,CCn1c(C)c(C(=O)O)c(c2cccc(c2)N3CCN(CC3)c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc7ccccc7)c(c5)S(=O)(=O)C(F)(F)F)cc4)c1c8ccc(Cl)cc8,1,[0 1 0 ... 0 0 0],10
1270,1270,CHEMBL301928,2.0,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)O,1,[0 0 0 ... 0 0 0],10
1276,1276,CHEMBL1904754,0.99,Cc1nc2ncnn2c(O)c1CCOC(=O)c3ccccc3F,1,[0 0 0 ... 0 0 0],10
1279,1279,CHEMBL153370,0.08,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,1,[0 1 0 ... 0 0 0],10
1280,1280,CHEMBL366975,0.9,NC(=O)C1CCCCC1,1,[0 0 1 ... 0 0 0],10
1286,1286,CHEMBL2089383,1.68,COc1ccc(NC(=O)C=C)cc1,1,[0 0 0 ... 0 0 0],10
1296,1296,CHEMBL1490317,1.52,Cc1onc(NC(=O)CSc2nc(C)cc(C)n2)c1,1,[0 0 0 ... 0 0 0],10
1297,1297,CHEMBL128782,3.0,COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)N4CCCNC4=O)c5ccc(Cl)c(Cl)c5)C#N,1,[0 1 0 ... 0 0 0],10
1301,1301,CHEMBL130873,2.51,COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C,1,[0 0 0 ... 0 0 0],10
1315,1315,CHEMBL2017259,2.2,O=C(Nc1ccc(nc1)n2ccnc2)c3ccc(cc3)C#N,1,[0 0 0 ... 0 0 0],10
1329,1329,CHEMBL1782167,3.36,Cc1ccc(cc1c2ccc(nc2)C(=O)NCC3CC3)C(=O)NC4CC4,1,[0 0 0 ... 0 0 0],10
1343,1343,CHEMBL190270,3.82,O=C(Nc1cc(nn1c2ccccc2)c3ccccc3)c4cccc(c4)C#N,1,[0 0 0 ... 0 0 0],10
1347,1347,CHEMBL1834184,3.4,CCC(=O)N[C@H]1CC[C@H](C1)C(=O)N(C)c2ccc(cc2)c3oc4ccccc4n3,1,[0 0 0 ... 0 0 0],10
1348,1348,CHEMBL205133,1.94,Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,1,[0 1 0 ... 0 0 0],10
1355,1355,CHEMBL287200,2.8,CN1CCc2c(NC(=O)Cc3ccccc3)c4ccccc4nc12,1,[0 0 0 ... 0 0 0],10
1362,1362,CHEMBL1644,-0.86,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,0,[0 1 0 ... 0 0 0],10
1365,1365,CHEMBL1939560,2.9,C[C@@H](N(CC1CCS(=O)(=O)CC1)C(=O)Cc2ccc(c(F)c2)C(F)(F)F)C3=Nc4ncccc4C(=O)N3c5ccc(Cl)cc5,1,[0 1 0 ... 0 0 0],10
1366,1366,CHEMBL583390,3.4,CCOc1ccc2nc(NC(=O)CC)sc2c1,1,[0 0 0 ... 0 0 0],10
1370,1370,CHEMBL2177157,2.66,CN1CCN(CC1)S(=O)(=O)c2ccc(cc2F)c3cnc(N)c(n3)C(=O)Nc4cccnc4,1,[0 0 0 ... 0 0 0],10
1373,1373,CHEMBL1402150,2.0,Fc1ccc(cc1F)N2C=CN=C(SCC(=O)NC3CCCC3)C2=O,1,[0 0 0 ... 0 0 0],10
1383,1383,CHEMBL1683446,3.27,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCN(CCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],10
1395,1395,CHEMBL184243,2.46,COc1cccc(c1)C(=O)NCCCOc2cccc3ccc(N)nc23,1,[0 0 0 ... 0 0 0],10
1396,1396,CHEMBL2058533,3.24,Cc1ccc(cc1)c2ccc(F)cc2COc3ccc(CCC(=O)O)cc3,1,[0 0 0 ... 0 0 0],10
1397,1397,CHEMBL1200558,-0.46,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC,0,[0 1 0 ... 0 0 0],10
1399,1399,CHEMBL44793,1.52,OC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1\C=C\C(=O)Nc3ccccc3,1,[0 0 0 ... 0 0 0],10
1407,1407,CHEMBL422648,0.47,CC1SC2=C(C(=O)O)C(=O)c3cc(F)c(cc3N12)N4CCN(CC5=C(C)OC(=O)O5)CC4,1,[0 0 0 ... 0 0 0],10
1409,1409,CHEMBL175627,0.8,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3cc(nn3)C#N,1,[0 0 0 ... 0 0 0],10
1422,1422,CHEMBL1645493,1.01,CNC(=O)c1ccc2C(=O)C=C(Nc2c1)c3cccnc3,1,[0 0 0 ... 0 0 0],10
1425,1425,CHEMBL2147475,-0.04,COc1cc(ccc1OC[C@H](OP(=O)(O)O)C2CC2)N3C=Nc4cc(sc4C3=O)c5ccc(Cl)cc5,1,[0 1 0 ... 0 0 0],10
1427,1427,CHEMBL2031556,-0.05,O=C(Nc1cccc(c1)c2nnn[nH]2)c3cccc4[nH]cnc34,1,[0 0 0 ... 0 0 0],10
1434,1434,CHEMBL2059005,2.9,CCCSc1nc2ccc(NC(=O)CCNC(=O)N)cc2s1,1,[0 0 0 ... 0 0 0],10
1447,1447,CHEMBL191413,0.51,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(=O)(=O)C,1,[0 1 0 ... 0 0 0],10
1461,1461,CHEMBL133996,-0.01,CC(C)NCCCOc1ccc(NC(=O)C)cc1CC=C,1,[0 1 0 ... 0 0 0],10
1463,1463,CHEMBL2165615,2.1,CN(C)C(=O)c1ncc(Oc2cc(cc3oc(C)cc23)C(=O)Nc4cnc(C)cn4)cn1,1,[0 0 0 ... 0 0 0],10
1466,1466,CHEMBL25710,3.57,CCCc1c(O)c(ccc1OCCCSc2ccc(CC(=O)O)cc2Cl)C(=O)CC,1,[0 1 0 ... 0 0 0],10
1468,1468,CHEMBL1784355,1.34,ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCC1,1,[0 0 0 ... 0 0 0],10
1469,1469,CHEMBL222659,4.24,O=C(Nc1ccccn1)c2ccc3[nH]c(nc3c2)c4ccc(NC(=O)C56CC7CC(CC(C7)C5)C6)cc4,1,[0 0 0 ... 0 0 0],10
1471,1471,CHEMBL266922,2.05,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@@H]([C@@H](O)[C@H]5O)C(=O)N)c4n1,1,[0 0 0 ... 0 0 0],10
1472,1472,CHEMBL1241982,1.3,COc1ccc2nc(C)cc(c2c1)n3cc(CN4CCN(CC4)C(=O)C)nn3,1,[0 0 0 ... 0 0 0],10
1484,1484,CHEMBL2324355,3.7,Cc1nocc1C(=O)Nc2ccc(c(N)n2)c3ccccc3OC(F)(F)F,1,[0 0 0 ... 0 0 0],10
1493,1493,CHEMBL2334381,3.3,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC3Cc4ccccc4C3,1,[0 1 0 ... 0 0 0],10
1497,1497,CHEMBL440405,1.5,CS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,1,[0 0 0 ... 0 0 0],10
1499,1499,CHEMBL426576,1.51,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(F)c2)n3cnc(c3)C#N,1,[0 0 0 ... 0 0 0],10
1516,1516,CHEMBL1084327,1.18,OC(=O)CC(=O)N[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,1,[0 0 0 ... 0 0 0],10
1522,1522,CHEMBL1835908,2.58,CCOC(=O)c1ccc(CCN2CCN(CC2)c3ccc(C)nn3)cc1,1,[0 0 0 ... 0 0 0],10
1529,1529,CHEMBL564737,-0.34,OC(=O)c1ccccc1c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,1,[0 0 1 ... 0 0 0],10
1530,1530,CHEMBL374023,2.75,CC(C)N1CCN(CC1)C(=O)NCc2ccc(Cl)c(Cl)c2,1,[0 1 0 ... 0 0 0],10
1532,1532,CHEMBL459353,1.37,COc1ccc(N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)C(=O)c3occc3CO)c(OC)c1,1,[0 1 0 ... 0 0 0],10
1538,1538,CHEMBL1835904,2.68,CCOC(=O)c1ccc(COCC2CCN(CC2)c3ccc(C)nn3)cc1,1,[0 0 0 ... 0 0 0],10
1553,1553,CHEMBL253969,2.5,NC(=O)c1c(NC(=O)NCCCCN2CCCC2)snc1OCc3c(F)cc(Br)cc3F,1,[0 0 0 ... 0 0 0],10
1558,1558,CHEMBL1088751,2.8,CNC(=O)c1ccc(C)c(c1)N2C(=CC(=C(Br)C2=O)OCc3ccc(F)cc3F)C,1,[0 0 0 ... 0 0 0],10
1564,1564,CHEMBL1600099,3.31,Clc1ccc2NC(=O)CN(C(c3ccccc3)c2c1)C(=O)c4ccccc4,1,[0 0 0 ... 0 0 0],10
1568,1568,CHEMBL1736763,0.5,O=C(CN1CCOCC1)Nc2c(cnn2c3ccccc3)C#N,1,[0 0 0 ... 0 0 0],10
1570,1570,CHEMBL1543041,0.4,CCN(CC)CC(=O)Nc1c(cnn1c2ccccc2)C#N,1,[0 0 0 ... 0 0 0],10
1572,1572,CHEMBL1170,3.3,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,[0 0 0 ... 0 0 0],10
1573,1573,CHEMBL1233,2.01,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,1,[0 1 0 ... 0 0 0],10
1574,1574,CHEMBL2332935,2.76,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,1,[0 1 0 ... 0 0 0],10
1579,1579,CHEMBL1075,3.1,CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN4CCOCC4)c2c1,1,[0 0 0 ... 0 0 0],10
1581,1581,CHEMBL457,0.72,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1,[0 0 0 ... 0 0 0],10
1585,1585,CHEMBL2110569,2.3,COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(I)cc3)N2CCCF,1,[0 0 0 ... 0 0 0],10
1597,1597,CHEMBL1306071,3.63,COc1ccc(Cl)cc1NC(=O)Nc2cnccn2,1,[0 0 0 ... 0 0 0],10
1598,1598,CHEMBL1939750,2.11,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3c[nH]c(C)n3)CC2)c4ccc(cc4)C(=O)N(C)CC,1,[0 1 0 ... 0 0 0],10
1601,1601,CHEMBL560493,-0.85,NCc1ccc(NC(=O)c2cc(Nc3ncccn3)c4cc(ccc4c2)\C(=N\O)\N)cc1,0,[0 0 0 ... 0 0 0],10
1609,1609,CHEMBL1835903,3.22,CCOC(=O)c1ccc(OCCC2CN(C2)c3ccc(C)nn3)cc1,1,[0 0 0 ... 0 0 0],10
1610,1610,CHEMBL317410,3.6,OC1CCN(CC1)C(=O)[C@H](Cc2ccccc2)NC(=O)c3cc4cc(Cl)ccc4[nH]3,1,[0 1 0 ... 0 0 0],10
1614,1614,CHEMBL1560828,1.95,CCc1cccc2c(cn(CC(=O)NCCOC)c12)C#N,1,[0 0 0 ... 0 0 0],10
1615,1615,CHEMBL1868126,3.96,COc1cccc2sc(NC(=O)c3ccccc3)nc12,1,[0 0 0 ... 0 0 0],10
1626,1626,CHEMBL1739063,2.61,FC(F)(F)c1cccc(C(=O)N[C@H]([C@@H]2CCCCN2)c3ccccc3)c1Cl,1,[0 1 0 ... 0 0 0],10
1631,1631,CHEMBL1221659,1.62,Cc1cc(N)nc(CCNC(=O)c2ccc(cc2)C#N)c1,1,[0 0 0 ... 0 0 0],10
1644,1644,CHEMBL1835909,3.44,CCOC(=O)c1ccc(OCC2CCN(C2)c3ccc(C)nn3)cc1,1,[0 0 0 ... 0 0 0],10
1646,1646,CHEMBL3545252,3.4,O.O.O.CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,1,[0 1 0 ... 0 0 0],10
1655,1655,CHEMBL2336327,1.31,COc1ccc(cc1CNCCO)c2ccc3c(nc(nc3n2)N4C[C@@H](C)O[C@@H](C)C4)N5CCOCC5,1,[0 1 0 ... 0 0 0],10
1663,1663,CHEMBL130,1.15,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],1,[0 1 0 ... 0 0 0],10
1664,1664,CHEMBL257830,1.95,NS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,1,[0 0 0 ... 0 0 0],10
1671,1671,CHEMBL31,-0.82,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,0,[0 0 0 ... 0 0 0],10
1673,1673,CHEMBL2097971,3.9,COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,1,[0 0 0 ... 0 0 0],10
1674,1674,CHEMBL1946016,3.28,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccn4,1,[0 0 0 ... 0 0 0],10
1675,1675,CHEMBL533,1.2,CCCCCCCN(CC)CCCC(O)c1ccc(NS(=O)(=O)C)cc1,1,[0 1 0 ... 0 0 0],10
1689,1689,CHEMBL1956112,0.37,CN1CCC[C@H]1CCN2CCCc3cc(NC(=N)c4cccs4)ccc23,1,[0 0 0 ... 0 0 0],10
1690,1690,CHEMBL87,1.12,COC1=CC=C2C(=CC1=O)C(CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,1,[0 0 0 ... 0 0 0],10
1707,1707,CHEMBL1200600,2.65,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,1,[0 0 0 ... 0 0 0],10
1710,1710,CHEMBL54,2.67,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,1,[0 0 0 ... 1 0 0],10
1724,1724,CHEMBL1829174,2.3,Cc1cc(OCCCS(=O)(=O)C)cc(C)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2,1,[0 0 0 ... 0 0 0],10
1725,1725,CHEMBL1322390,3.57,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,1,[0 0 0 ... 0 0 0],10
1730,1730,CHEMBL1835913,2.63,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cn1,1,[0 0 0 ... 0 0 0],10
1732,1732,CHEMBL517140,1.45,CNC(=O)c1ccc(Oc2ccc3CCN(CCc3c2)C4CCC4)nc1,1,[0 0 0 ... 0 0 0],10
1743,1743,CHEMBL1431112,3.0,Clc1ccc2NC(=O)CN(C(c3ccccc3)c2c1)C(=O)c4occc4,1,[0 0 0 ... 0 0 0],10
1756,1756,CHEMBL1372682,3.83,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4cccc5ncccc45,1,[0 0 0 ... 0 0 0],10
1761,1761,CHEMBL622,0.49,CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,1,[0 0 0 ... 0 0 0],10
1764,1764,CHEMBL99737,1.6,Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,1,[0 0 0 ... 0 0 0],10
1765,1765,CHEMBL2177602,0.9,CCc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,1,[0 0 0 ... 0 0 0],10
1766,1766,CHEMBL894,2.12,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,[0 1 0 ... 0 0 0],10
1786,1786,CHEMBL157101,3.7,CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,1,[0 0 0 ... 0 0 0],10
1794,1794,CHEMBL339212,2.5,CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,1,[0 1 0 ... 0 0 0],10
1795,1795,CHEMBL552513,1.33,O[C@@H]1CNC[C@H]1N2C=Cc3c(NC(=O)Cc4ccc(F)c(c4)C(F)(F)F)cccc3C2=O,1,[0 0 0 ... 0 0 0],10
